question_number,question,option_a,option_b,option_c,option_d,correct_answer,explanation
95,"香港醫療保險機制下,包括以下哪些保障:",因病或意外導致入院,先天性疾病,"生育控制,節育的支出",非必需手術如整容,A,"人身意外保險的基本目的,是向因意外而死亡或受傷的被保險人給付利益;而醫療保險的目的,是要 承保由意外或疾病引致的醫療費用。"
96,"有意提供符合自願醫保規定的產品的保險公司,需要符合甚麼條件?","必須先成功註冊為自願醫保的產品提供者,並就有意推出的標準計劃及靈活計劃取得卫局的認可,方可將有關產品以認可產品的名義推出市場","必須先成功註冊為自願醫保的產品提供者,並就有意推出的標準計劃及靈活計劃取得保監局的認可,方可將有關產品以認可產品的名義推出市場","必須先成功註冊為自願醫保的產品提供者,並就有意推出的標準計劃及靈活計劃取得醫院管理局的認可,方可將有關產品以認可產品的名義推出市場","必須先成功註冊為自願醫保的產品提供者,並就有意推出的標準計劃及靈活計",A,"劃取得保險業聯會的認可,方可將有關產品以認可產品的名義推出市場 有意提供符合自願醫保規定的產品的保險公司,必須先成功註冊為自願醫保的產品提供者,並就有意推出的標準計劃及靈活計劃取得食衛局的認可,方可將有關產品以認可產品的名義推出市場。"
97,自願醫保的產品提供者需要遵守: I. 《自願醫保計劃下保險公司的註冊規則》 II. 《自願醫保計劃認可產品保單範本》 III. 《自願醫保計劃下產品的合規規則》 IV. 《自願醫保計劃銷售規則》,"I, II, III","I, II, IV","I, III, IV","II, III, IV",A,"食衛局制定了壹套闡述計劃規則的計劃文件,供自願醫保的產品提供者遵守: I. 《自願醫保計劃下保險公司的註冊規則》 II. 《自願醫保計劃認可產品保單範本》 III. 《自願醫保計劃下產品的合規規則》 IV. 《自願醫保計劃下保險公司的實務守則》"
98,自願醫保由哪個機構管理?,保監局下的自願醫保計劃辦事處負責管理,食衛局下的自願醫保計劃辦事處負責管理,保險業聯會下的自願醫保計劃辦事處負責管理,醫管局下的自願醫保計劃辦事處負責管理,B,自願醫保由食衛局下的自願醫保計劃辦事處負責管理。
99,自願醫保的扣稅限額是多少?,"每名受保人4,000元,但可申請扣滅的指明親屬人數不設上限","每名受保人8,000元,但可申請扣減的指明親屬人數不設上限","每名受保人4,000元,但可申請扣滅的指明親屬人最多只有4名","每名受保人8,000元,但可申請扣減的指明親屬人最多只有4名",B,"不論受保人獲多少張保單承保,每年扣減所涉的保費上限為每名受保人8,000元,但可申請扣減的指明 親屬人數不設上限。"
100,"投購自願醫保計劃的稅務優惠可以用作稅務扣減,陳先生為以下哪些人士投保可以獲得扣減? I. 前妻子 II. 妻子的祖父母 III. 妻子的兄弟 IV. 私生子","I, II","I, IV","II, III, IV","I, II, III, IV",C,"投購自願醫保計劃的稅務優惠適用於為指明親屬投保,包括以下人士: I. 配偶 II. 子女 III. 納稅人或其配偶的祖父母,外祖父母,父母,兄弟姊妹"
101,"投購自願醫保計劃的稅務優惠可以用作稅務扣減,陳先生為以下哪些人士投保 可以獲得扣減?",只有配偶及子女,"只有配偶,父母以及子女",只有直系親屬,只有指明親屬,D,"投購自願醫保計劃的稅務優惠適用於為指明親屬投保,包括以下人士: 1. 配偶 II. 子女 III. 納稅人或其配偶的祖父母,外祖父母,父母,兄弟姊妹"
102,自願醫保的目標是:,令市民更容易獲得個人意外保險,令市民更容易獲得個人住院保險,市民更容易獲得個人醫療保險,令市民更容易獲得個人人壽保險,B,自願醫保的目標是令市民更容易獲得個人住院保險。
103,自願醫保計劃是否強制性參與?,"18歲以下以及65歲以上香港居民需要強制性參與,其他居民自願參與","18歲以下以及65歲以上香港居民可以自願參與,其他居民強制性參與","香港居民可以自願參與,外地來港勞工需要強制性參與","只有香港居民可以自願參與,外地勞工不能參與",D,"保險公司和消費者的參與均屬自願性質。自願醫保容許參與之保險公司推出經食衛局認可的個人償款住院保險產品(「認可產品」),以供消費者自願選購。自願醫保的受保人必須是年齡介乎15天至80歲的香港居民(包括香港身份證持有人)。"
104,自願醫保計劃主要規範:,個人意外保險產品,個人償款住院保險產品,個人住院保險利益,團體償款住院保險產品,B,自願醫保計劃主要規範個人償款住院保險產品。
105,在產品內加入「其他保障」成為認可產品的一部分的目的是?,顧及從事長期業務的保險公司必須在個人償款住院保險產品中提供長期保險保障,顧及從事一般業務的保險公司必須在個人償款住院保險產品中提供一般保險保障,顧及從事長期業務的保險公司必須在個人償款住院保險產品中提供一般保險障,顧及從事一般業務的保險公司必須在個人償款住院保險產品中提供長期保險保障,A,在產品內加入「其他保障」成為認可產品的壹部分的目的是顧及從事長期業務的保險公司必須在個人償款住院保險產品中提供長期保險保障。
106,標準計劃可以提供: I. 基本保障 II. 額外保障 III. 其他保障,I,"I, II","I, III","I, II, III",C,"標準計劃提供的條款及保障,必須等同自願醫保下認可產品的最低合規要求(如《保單範本》 中所訂明),即「基本保障」。 標準計劃和靈活計劃均可在「基本保障」和「額外保障」以外包括少量其他類型額外保障,簡稱「其他保障」。靈活計劃必須在「基本保障」的基礎上,提供「額外保障」。"
107,自願醫保的產品可以分為: I. 標準計劃 II. 非標準計劃 III. 強制性計劃 IV. 靈活計劃,"I, II","I, III","I, IV","II, III, IV",C,自願醫保的產品可以分為標準計劃和靈活計劃，
108,等同自願醫保下認可產品的最低合規要求的產品稱為:,最低計劃,基本計劃,標準計劃,強制計劃,C,"標準計劃提供的條款及保障,必須等同自願醫保下認可產品的最低合規要求(如《保單範本》中所訂 明),即「基本保障」。"
109,靈活計劃可以提供: I. 基本保障 II. 額外保障 III. 其他保障,I,"I, II","I, III","I, II, III",D,"靈活計劃必須在「基本保障」的基礎上,提供「額外保障」。標準計劃和靈活計劃均可在「基本保障」和「額外保障」以外包括少量其他類型額外保障,簡稱「其他保障」。"
110,自願醫保是否包括精神科治療?,"可以保障在專科醫生建議下,香港或海外的精神科治療","可以保障在專科醫生建議下,在香港境内的精神科治療","可以保障在專科醫生建議下,在香港或海外接受的住院的精神科治療","可以保障在專科醫生建議下,在香港接受的住院的精神科治療",D,"自願醫保可以保障在專科醫生建議下,在香港接受的住院的精神科治療。"
111,根據《自願醫保計劃下產品的合規規則》以下哪項產品屬於認可產品?,團體償款住院保險產品,個人償款住院保險產品,住院現金保險產品,僅承保特定疾病的償款性質保險產品,B,"所有認可產品必須為個人償款住院保險產品。以下例子是壹些不被視為個人償款住院保險的保險產品:承保僱員並採用總體保單提供的團體保險產品;門診保險產品;非償款性質保險產品,包括住院現金保險產品和危疾現金保險產品;及僅承保特定疾病(例如癌)的償款性質保險產品。"
112,闡述保險產品獲認可為符合自願醫保規定的產品設計要求及相關的產品認可程 序是以下哪份文件?,《自願醫保計劃下保險公司的註冊規則》,《自願醫保計劃認可產品保單範本》,《自願醫保計劃下產品的合規規則》,《自願醫保計劃銷售規則》,C,《自願醫保計劃下產品的合規規則》闡述保險產品獲認可為符合自願醫保規定的產品設計要求及相關的產品認可程序。
113,"如保單同時涵蓋認可產品以外的其他保險計劃,該保單會包含《保單範本》沒 有訂明的條款及保障,這些訂明的條款及保障是否受自願醫保的要求所規限?",任何情況下都受規限,任何情況下都不受規限,視乎情況下受規限,"自願醫保的產品不可能同時涵蓋認可產品以外的其他保險計劃,因此不可能出現以上情況",B,"如保單同時涵蓋認可產品以外的其他保險計劃,該保單會包含《保單範本》沒有訂明的條款及保障，這些訂明的條款及保障並不受自願醫保的要求所規限。"
114,《自願醫保計劃認可產品保單範本》闡明認可產品的: I. 客戶的投保資格 II. 保單結構 III. 條款 IV. 保障的最低要求,"I, II, III","I, II, IV","I, III, IV","II, III, IV",D,《自願醫保計劃認可產品保單範本》闡明認可產品(包括基本計劃和靈活計劃)在保單結構、條款及 保障的最低要求。
115,自願醫保計劃是哪一個機構推出的?,保險業監管局,保險業聯會,食物及衛生局,金管局,C,自願醫保計劃是政府食物及衛生局(簡稱「食衛局」)所推出的政策措施。
116,闡明認可產品(包括基本計劃和靈活計劃)在保單結構、條款及保障的最低要求是以下哪份文件?,《自願醫保計劃下保險公司的註冊規則》,《自願醫保計劃認可產品保單範本》,《自願醫保計劃下產品的合規規則》,《自願醫保計劃銷售規則》,B,《自願醫保計劃認可產品保單範本》闡明認可產品(包括基本計劃和靈活計劃)在保單結構、條款及保障的最低要求。
117,相比標準計劃其條款及保障會為客戶帶來更高的保障稱為:,豪華計劃,增強計劃,增補計劃,靈活計劃,D,"靈活計劃的設計必須符合「更佳保障原則」,即與標準計劃相比,其條款及保障會為客戶帶來更高的保障。"
